Id,NAME,ADDRESS,CITY,STATE,POSTCODE,LAT,LON,PHONE,UTILIZATION
a83dab77-0273-32cd-a600-7fcbe35de8ab,CONCORD MEDICAL CENTRE,CONCORD MEDICAL CENTRE,BRISTOL,SW,BS34 6BQ,51.529421,-2.5548758,01454 616767,34
7de70634-01e1-3d70-ada5-d9c1cf5ad1d2,PRESTON ROAD SURGERY,102 PRESTON ROAD,WEYMOUTH,SW,DT3 6BB,50.64294,-2.4304318,,3
339de48a-5ce3-3c92-993b-a4d046998bb3,TAVYSIDE HEALTH CENTRE,ABBY RISE,EXETER,SW,PL19 9FD,50.5458,-4.1459048,01822 613517,124
c70024ea-705e-3d79-ada8-0b8fa075c9e4,MENDIP ADULTS TEAM,ENOS WAY,FROME,SW,BA11 2FH,51.237156,-2.3112808,,15
b7d8f0e1-f16d-3a3d-b0df-a9c3866ff6db,COTSWOLD CARE HOSPICE,BURLEIGH LANE,STROUD,SW,GL5 2PQ,51.711819,-2.1947493,,6
33641218-3539-328d-b3d4-a54ad608edcd,CHELTENHAM LEISURE CENTRE,TOMMY TAYLORS LANE,CHELTENHAM,SW,GL50 4RN,51.910951,-2.0796177,,6
92e72726-5cc0-37af-8268-221df1e8ef58,BRADLEY STOKE SURGERY,BRADLEY STOKE SURGERY,EASTVILLE,SW,BS32 9DS,51.540212,-2.5604431,01454 616262,172
e864ebce-dadf-30a4-9d46-7e66e5a4d2dc,HIGHBRIDGE MEDICAL CENTRE,HIGHBRIDGE MEDICAL CENTRE,WILLITON  TAUNTON,SW,TA9 3YA,51.22734,-2.9792212,01278 783230,69
60eaaf61-a578-3257-9d82-aef71ad8d102,THE MARINE & OAKRIDGE PARTNERSHIP,MARINE SURGERY,BOURNEMOUTH,SW,BH6 3DB,50.722847,-1.8065462,01202 425588,68
eab7fdb0-521a-321b-bf99-f9dc52edc2ad,PRIME ENDOSCOPY (BRISTOL),PRIME ENDOSCOPY (BRISTOL),BARNSTAPLE,SW,BS1 5SZ,51.449597,-2.6017267,0117 9103790,108
bd17e695-2641-3d2e-8ae4-7ef08f4942b6,SIDMOUTH HOSPITAL,ALL SAINTS ROAD,SIDMOUTH,SW,EX10 8EW,50.68161,-3.2396552,,3
83dc856d-4316-3a56-aa87-eb2946382efc,GPSI DERMATOLOGY MPHC,MOUNT PLEASANT HEALTH CTR,YATE,SW,EX4 7BW,50.732834,-3.5159265,01392 255722,58
73067b37-c686-3373-8da6-0146e6689826,FROME RENAL DIALYSIS UNIT,FROME COMMUNITY HOSPITAL,FROME,SW,BA11 2FH,51.237156,-2.3112808,,15
69562210-6eb6-3fdc-ace4-977f9c26d40a,LANSDOWNE SURGERY,THE LANSDOWNE SURGERY,DEVIZES,SW,SN10 2BU,51.356209,-2.0017315,01380 722278,31
a115cb8c-3c1b-3c6f-941d-84929e89c1ef,CHARD FIRE STATION,AVISHAYES ROAD,CHARD,SW,TA20 1NZ,50.876686,-2.9501902,,3
f728b878-c3cd-3468-9f6c-6fbb71047f54,NHS KERNOW LIVI - EMIS,PENNTORR HEALTH,BRISTOL,SW,PL11 2TB,50.376056,-4.2250421,01208 812342,54
53bb9aed-dd9e-3ceb-ba60-8bc0c8089710,SIDMOUTH AMBULANCE STATION,FIRE STATION,SIDMOUTH,SW,EX10 9UU,50.693727,-3.23938,,3
2d19c843-04b4-3d87-a0e5-6eac364b2468,PAULTON HOSPITAL MINOR INJURY UNIT,PAULTON MEMORIAL HOSPIAL,SALISBURY,SW,BS39 7SB,51.298683,-2.4932811,01761 412315,44
453f08ab-ec4f-3aca-a7b1-4eb8edd953d3,NEWMEDICA EXETER,THE MEDICAL EYE CLINIC,BODMIN,SW,EX2 8NL,50.696795,-3.517511,01392 797717,65
5711e707-204f-3c6d-b751-8d962a6de030,CONTINENCE SERVICE CGH,CONTINENCE DEPARTMENT CGH,GLOUCESTER,SW,GL53 7AN,51.89319,-2.0718118,0300 4225305,33
a8292a12-6430-36f6-b143-501e61e2d449,WEST CLUSTER IAGPS,WEYMOUTH COMMUNITY HOSP,CIRENCESTER,SW,DT4 7TB,50.621054,-2.4510543,01305 760022,47
66ca1a59-6832-3607-bd7b-53118943a492,DERMATOLOGY  CUMBERLAND,CUMBERLAND CENTRE,PLYMOUTH,SW,PL1 4JZ,50.369816,-4.1688071,,15
bfc3aa47-4fb3-3ee3-8c89-f0f683ede1ce,WHITFIELD RURAL ACTIVITIES CENTRE,POUNDBURY WHITFIELD,DORCHESTER,SW,DT2 9SL,50.722629,-2.464425,,3
c1c257ce-a5fd-39dc-8df8-adea2dc93514,DIAMOND HEALTH GROUP,DIAMOND HEALTH GROUP,TAUNTON,SW,BA20 1UJ,50.938289,-2.6376117,01935 470200,32
d9d1d61a-adcd-3f3c-8823-06a62b00566d,NIGHTINGALE VALLEY PRACTICE,NIGHTINGALE VALLEY PRACT,BRISLINGTON,SW,BS4 4HU,51.446246,-2.5479382,0117 3304300,125
8fd41390-5062-3b50-8fed-de318ccc8a2d,GOMPELS PHARMACY,1 BANK STREET,CHIPPENHAM,SW,SN12 6LE,51.374218,-2.1383735,01225 702198,30
94ca891b-b845-3b9f-9350-5a58973d6100,PORTLAND HEALTH CENTRE,CASTLE ROAD,PORTLAND,SW,DT5 1AX,50.56587,-2.4448227,,4
5d52d862-3a17-3997-8b29-0919084dc6cc,CHURCHDOWN SURGERY,CHURCHDOWN SURGERY,CINDERFORD,SW,GL3 2JH,51.882388,-2.171675,01452 899762,32
d4aa85d7-d4ef-39fe-acf4-f32e5587e05b,LYNGFORD PARK,LYNGFORD PARK SURGERY,ILMINSTER,SW,TA2 8SQ,51.036451,-3.0909306,01823 333355,176
f9fb03eb-e1ec-3fd6-ada9-25b7e5d74752,THE DEAN NEUROLOGICAL CENTRE,TEWKESBURY ROAD,BRISTOL,SW,GL2 9EE,51.880048,-2.2393924,01452 420200,229
4078cf06-7e77-3163-b7dd-e5687ce03e32,RYALLS PARK MEDICAL CENTRE  YEOVIL,RYALLS PARK MEDICAL CTR,GLASTONBURY,SW,BA21 3BA,50.951832,-2.6408721,01935 434000,35
582c1518-8a87-33df-83e1-3f6cdc9cfceb,QUAY ADVICE CENTRE,HILL STREET,POOLE,SW,BH15 1NR,50.715632,-1.9850752,,3
ef6a5294-f17b-3927-97ca-317620c9fed1,PHARMACY MANUFACTURING UNIT,KEMMINGS CLOSE,PAIGNTON,SW,TQ4 7TW,50.413209,-3.5837873,,6
9f40fa54-96fa-3ff2-832d-dd0917e31bba,HELIOS MEDICAL CENTRE,HELIOS MEDICAL CENTRE,BRISTOL,SW,BS9 1JN,51.475527,-2.6310236,0117 9626060,235
a46bf4f7-e235-3afa-a0d1-fb2b8721d593,CROFT HALL MEDICAL PRACTICE,CROFT HALL MEDICAL CENTRE,TORRINGTON,SW,TQ2 5UA,50.466681,-3.5358327,01803 298441,63
68c884a3-f675-3243-b269-2d2acde6b926,CHELTENHAM ROAD SURGERY,CHELTENHAM ROAD SURGERY,GLOUCESTER,SW,GL2 0LS,51.870388,-2.2231175,01452 522575,71
d479ea67-b18f-35e8-97a8-867f53e032d6,COMMUNITY TEAM PENZANCE,BELLAIR CLINIC,NEWQUAY,SW,TR18 4TA,50.117787,-5.542535,01208 834600,69
b02a80dd-a125-34ce-a742-46ec8604dcbe,ST. MARY'S SURGERY,ST. MARY'S SURGERY,BATH,SW,BA2 0HX,51.326082,-2.4798693,01761 470880,159
58784282-3b35-3416-9dd8-b7202cf5c8a3,CHERITON BISHOP SURGERY,THE SURGERY,BRAUNTON,SW,EX6 6JA,50.724896,-3.7421645,01647 24272,56
a511bf66-e692-39bd-9eba-b52be3c822af,PRESTON GROVE MEDICAL CENTRE  YEOVIL,PRESTON GROVE MEDICAL CTR,TAUNTON,SW,BA20 2BQ,50.94185,-2.6442646,01935 474353,171
4f4b1f6c-a489-389d-8268-3bedce8c9a87,COLLEGE SURGERY,COLLEGE ROAD,CULLOMPTON,SW,EX15 1TG,50.860371,-3.3906715,,3
3a98f190-1b6e-361e-8dbd-e3fc3b155347,BRIDGE VIEW MEDICAL,THE SOUTHVILLE SURGERY,BRISTOL,SW,BS3 1AS,51.445337,-2.5994835,0117 9669724,39
fa06737c-c102-37f9-841d-7ab6c9102a95,BEAUMONT VILLA SURGERY,BEAUMONT VILLA SURGERY,EXETER,SW,PL4 9BL,50.373198,-4.1279086,01752 663776,44
b6f7e8d3-09b2-31cb-9ec1-e45ba700b1f7,TALBOT MEDICAL CENTRE,TALBOT MEDICAL CENTRE,BOURNEMOUTH,SW,BH10 4BX,50.748888,-1.9089341,01202 636400,47
889115cd-69d3-31ab-8fb3-058c819adf04,THE BARCELLOS FAMILY PRACTICE,TRICKETTS CROSS,FERNDOWN,SW,BH22 8AZ,50.807989,-1.8722461,01202 897989,98
e2b08119-4db8-34f9-9439-291c8f3625d4,PRESTBURY PARK MEDICAL,WILSON HEALTH CENTRE,WESTBURY ON SEVERN,SW,GL52 3EY,51.910614,-2.055936,01242 226336,68
77ed1ac2-c2f1-3f93-811b-4a4560461c23,BIDEFORD AMBULANCE STATION,CLOVELLY ROAD INDUSTRIAL ESTATE,BIDEFORD,SW,EX39 3HN,51.01005,-4.2338299,,3
